Pozicija [mm]
345.609
345.371
345.374
345.455
345.641
345.66
345.569
345.401
345.414
345.489
345.261
345.385
345.772
345.595
345.847
345.605
345.843
345.688
345.86
345.805
345.56
345.401
345.609
345.534
345.645
345.647
345.653
345.575
345.652
345.839
345.52
345.603
345.319
345.74
345.619
345.715
345.528
345.718
345.312
345.533
345.668
345.759
345.755
345.741
345.452
345.425
345.704
345.654
345.785
345.493
345.47
345.768
345.723
345.568
345.715
345.527
345.432
345.542
345.904
345.373
345.486
345.581
345.217
345.647
345.292
345.517
345.519
345.81
345.241
345.891
345.79
345.618
345.447
345.693
345.703
345.5
345.451
345.538
345.844
345.694
345.611
345.713
345.693
345.492
345.733
345.875
345.279
345.256
345.472
345.854
345.707
345.424
345.71
345.463
345.651
345.68
345.582
345.759
345.623
345.613
345.175
345.508
345.857
346.005
345.922
345.467
345.786
345.641
345.751
345.925
345.668
345.529
345.621
345.835
345.565
345.588
345.793
345.67
345.63
345.665
345.621
345.662
345.673
345.356
345.693
345.763
345.618
345.674
345.806
345.686
345.417
345.683
345.563
345.602
345.673
345.105
345.65
345.708
345.665
345.858
345.661
345.659
345.95
345.775
345.83
345.605
345.621
345.498
345.708
345.775
345.993
345.43
346.022
345.677
345.651
345.762
345.686
346.018
345.822
345.43
345.593
345.985
345.57
345.776
345.531
345.377
345.6
345.567
345.717
346.033
345.91
345.427
345.802
345.401
345.904
345.64
345.724
345.299
345.633
345.617
345.683
345.713
345.806
345.461
345.543
345.676
345.847
345.532
345.593
345.848
345.743
345.455
345.845
345.852
345.774
345.597
345.506
345.625
345.811
345.724
345.725
345.321
345.656
345.83
345.715
345.57
345.334
345.871
345.973
345.738
345.682
345.364
345.682
345.882
345.596
345.904
345.958
345.459
345.974
345.555
345.697
345.864
345.724
345.771
345.627
345.64
345.438
345.81
346.021
345.759
345.929
345.537
346.006
345.865
345.785
345.517
345.894
345.81
345.725
345.801
345.806
345.951
345.689
345.772
345.65
345.783
345.901
346.017
345.719
345.711
345.768
345.829
345.655
345.587
345.854
345.552
345.68
345.995
345.888
345.971
345.633
345.943
345.611
346.22
345.661
345.693
345.684
345.642
345.733
345.669
345.8
345.754
345.793
345.878
345.78
345.764
345.858
345.804
345.766
345.737
345.848
345.444
345.79
345.78
345.86
345.873
345.357
346.005
345.915
345.436
345.952
345.771
345.8
346.031
345.946
345.517
345.616
345.918
345.69
345.768
345.818
345.775
345.577
345.477
345.769
345.875
345.227
345.9
345.93
345.713
345.792
345.69
345.984
345.914
345.537
345.69
345.697
345.731
345.79
345.538
345.723
345.505
345.619
345.602
345.703
345.7
345.831
345.721
345.83
345.875
346.005
345.763
345.878
345.748
345.817
345.981
345.664
345.78
345.828
345.926
346.021
345.88
345.897
346.088
345.682
345.61
345.73
345.801
345.735
345.904
345.865
345.927
346.084
345.75
345.81
345.659
345.709
345.842
345.831
345.89
345.98
345.699
346.033
345.556
345.975
345.929
346.075
345.904
346.114
345.624
345.857
345.723
345.511
345.866
345.677
345.955
345.712
345.747
346.143
345.746
345.731
345.798
345.863
345.724
345.659
345.794
345.937
345.867
345.605
345.654
345.556
345.863
345.761
345.609
345.791
345.869
345.889
345.832
345.615
345.801
345.888
345.762
345.685
345.754
345.748
345.518
345.822
345.983
345.717
345.752
346.079
346.324
345.418
345.403
345.634
345.841
345.632
345.57
345.752
345.899
345.961
345.88
345.754
345.931
345.299
345.906
345.959
345.466
345.717
345.747
345.982
345.771
346.034
345.673
345.723
345.627
345.782
345.698
345.569
345.794
345.734
345.971
345.959
346.02
346.069
345.721
345.602
345.806
345.847
345.751
345.595
345.67
346.127
345.926
345.861
345.669
346.047
346.027
345.622
345.889
345.841
345.95
345.551
345.281
345.566
345.584
345.447
345.715
345.871
345.61
345.929
345.802
345.549
346.015
345.911
345.667
345.702
346.056
345.953
345.846
345.72
345.692
345.987
345.62
345.969
345.972
345.968
345.745
345.962
345.856
345.867
345.703
346
345.947
345.656
345.46
345.898
345.622
345.97
346.014
345.907
345.894
345.82
345.955
345.897
346.014
345.811
346.004
345.712
345.833
345.521
345.954
345.802
346.013
345.761
345.753
345.927
345.844
345.789
345.992
345.788
345.77
345.983
345.941
345.928
345.628
345.968
345.693
345.813
345.856
345.808
345.645
345.934
345.833
345.692
346.062
345.644
345.705
345.401
345.912
346.015
345.781
346.128
345.665
345.874
345.947
345.613
345.912
345.517
345.944
345.912
346.066
345.894
345.832
345.769
346.003
345.682
345.984
345.804
345.251
345.766
345.614
346.048
346.02
346.21
345.986
346.107
345.724
345.94
345.729
345.852
345.827
345.762
345.806
345.856
345.89
345.751
345.932
345.902
345.958
346.07
346.187
345.893
345.95
345.909
345.681
346.007
345.839
346.003
345.739
345.732
346.006
345.681
345.667
345.774
345.887
346.215
345.888
346.219
345.878
345.774
346.034
346.322
346.172
345.616
345.774
345.734
345.417
346.058
345.872
346.15
346.044
345.836
346.486
345.989
345.674
345.989
345.896
345.618
346.118
345.76
345.802
346.077
346.115
346.004
345.851
345.646
345.667
346.092
346.004
346.027
345.862
346.125
345.793
345.769
345.937
345.926
346.156
345.933
345.856
346.099
345.856
345.858
345.984
345.957
346.127
345.643
345.775
345.918
345.983
345.769
345.662
345.896
345.866
346.007
345.841
345.842
345.773
345.605
346.291
345.772
345.837
345.824
345.992
345.732
346.057
345.982
346.264
345.827
345.833
345.794
345.796
346.209
346.115
345.84
345.566
346.105
346.073
345.792
346.197
346.032
346.199
345.828
346.101
345.79
345.888
346.103
346.041
346.101
345.878
345.957
346.071
346.25
346.146
345.843
345.927
345.677
345.7
345.766
345.715
346.247
345.798
345.975
346.063
345.98
345.725
346.244
346.071
345.581
345.647
346.021
345.203
345.727
345.862
345.856
345.974
345.681
345.659
345.883
345.942
345.986
345.55
345.954
345.752
346.112
346.016
346.074
346.08
346.118
346.031
345.774
346.019
345.983
346.101
346.023
345.626
345.912
345.909
346.037
345.706
346.345
345.995
346.143
345.59
345.656
345.913
346.036
346.092
346.025
345.782
346.147
345.971
345.806
345.722
346.113
345.826
346.07
345.737
345.701
345.98
345.851
346.208
345.94
345.75
345.59
346.167
346.014
345.96
346.207
346.027
346.206
346.069
345.898
345.749
345.94
345.78
345.934
346.155
345.747
346.188
345.6
346.179
346.072
346.099
345.828
345.956
345.81
346.116
346.216
346.161
345.881
346.1
345.89
345.885
346.251
345.722
346.021
345.982
345.893
345.914
345.935
346.207
345.689
346.008
345.958
345.882
345.857
345.714
346.072
345.736
346.096
346.152
345.777
345.93
345.99
345.986
345.841
346.009
345.988
346.193
345.888
345.909
345.98
346.127
346.005
345.973
346.053
346.254
345.985
